con.taxonomy,res.taxonomy,con.mass.mean.g.,res.mass.mean.g.,interaction.dimensionality
Neogloboquadriana pachyderma,Manguinea rigida,1.2e-9,9.1e-12,2D
Neogloboquadriana pachyderma,Navicula glaciei,1.2e-9,2.26e-14,2D
Neogloboquadriana pachyderma,Navicula schefterae,1.2e-9,2.26e-14,2D
Neogloboquadriana pachyderma,Nitzschia kerguelensis,1.2e-9,5.73e-12,2D
Neogloboquadriana pachyderma,Nitzschia lecointei,1.2e-9,4.63e-11,2D
Neogloboquadriana pachyderma,Nitzschia neglecta,1.2e-9,9.11e-14,2D
Neogloboquadriana pachyderma,Odontella weissflogii,1.2e-9,5.73e-12,2D
Neogloboquadriana pachyderma,Porosira glacialis,1.2e-9,2.94e-11,2D
Neogloboquadriana pachyderma,Porosira pseudodenticulata,1.2e-9,9.81e-11,2D
Neogloboquadriana pachyderma,Proboscia alata,1.2e-9,1.51e-12,2D
Neogloboquadriana pachyderma,Proboscia inermi,1.2e-9,9.94e-13,2D
Neogloboquadriana pachyderma,Proboscia truncata,1.2e-9,1.21e-11,2D
Neogloboquadriana pachyderma,Pseudo-Nitzschia heimii,1.2e-9,1.77e-10,2D
Neogloboquadriana pachyderma,Pseudo-Nitzschia liniola,1.2e-9,8.13e-10,2D
Neogloboquadriana pachyderma,Pseudo-Nitzschia prolongatoides,1.2e-9,3.74e-12,2D
Neogloboquadriana pachyderma,Pseudo-Nitzschia subcurvata,1.2e-9,2.22e-10,2D
Neogloboquadriana pachyderma,Rhizosolenia antennata,1.2e-9,7.78e-12,2D
Neogloboquadriana pachyderma,Stellarima microtrias,1.2e-9,1.01e-10,2D
Neogloboquadriana pachyderma,Thalassiosira antarctica,1.2e-9,1.14e-11,3D
Neogloboquadriana pachyderma,Thalassiosira australis,1.2e-9,2.57e-12,2D
Neogloboquadriana pachyderma,Thalassiosira frenguelliopsis,1.2e-9,3.54e-12,2D
Neogloboquadriana pachyderma,Thalassiosira gracilis,1.2e-9,2.57e-12,2D
Neogloboquadriana pachyderma,Thalassiosira gracilis expecta,1.2e-9,1.92e-11,2D
Neogloboquadriana pachyderma,Thalassiosira gravida,1.2e-9,5.2e-12,2D
Neogloboquadriana pachyderma,Thalassiosira lentiginosa,1.2e-9,6.35e-11,2D
Neogloboquadriana pachyderma,Thalassiosira ritscheri,1.2e-9,6.44e-11,2D
Neogloboquadriana pachyderma,Thalassiosira trifulta,1.2e-9,5.87e-12,2D
Neogloboquadriana pachyderma,Thalassiosira tumida,1.2e-9,6.54e-11,2D
Neogloboquadriana pachyderma,Trichotoxon reinboldii,1.2e-9,2.71e-13,2D
Neogloboquadriana pachyderma,Phytodetritus,1.2e-9,-999,2D
Neogloboquadriana pachyderma,Sediment,1.2e-9,-999,2D
Euphausia crystallorophias,Actinocyclus actinochilus,1.2,4.06e-11,2D
Euphausia crystallorophias,Actinocyclus spiritus,1.2,1.64e-11,2D
Euphausia crystallorophias,Actinocyclus utricularis,1.2,4.01e-12,2D
Euphausia crystallorophias,Azpeitia tabularis,1.2,1.14e-11,2D
Euphausia crystallorophias,Banquisia belgicae,1.2,4.01e-12,2D
Euphausia crystallorophias,Chaetoceros bulbosum,1.2,6.04e-13,2D
Euphausia crystallorophias,Chaetoceros concavicornis,1.2,4.01e-12,2D
Euphausia crystallorophias,Chaetoceros criophilum,1.2,4.01e-12,2D
Euphausia crystallorophias,Chaetoceros dichaeta,1.2,6.04e-13,2D
Euphausia crystallorophias,Chaetoceros flexuosum,1.2,1.67e-12,2D
Euphausia crystallorophias,Chaetoceros neglectum,1.2,9.11e-14,2D
Euphausia crystallorophias,Chaetoceros pelagicus,1.2,6.04e-13,2D
Euphausia crystallorophias,Chaetoceros socialis,1.2,1.71e-13,3D
Euphausia crystallorophias,Corethron criophilum,1.2,4.01e-12,2D
Euphausia crystallorophias,Coscinodiscus oculoides,1.2,1.59e-9,2D
Euphausia crystallorophias,Cylindrotheca closterium,1.2,4.89e-11,3D
Euphausia crystallorophias,Eucampia antarctica,1.2,7.29e-12,2D
Euphausia crystallorophias,Fragilariopsis curta,1.2,9.11e-14,2D
Euphausia crystallorophias,Fragilariopsis cylindrus,1.2,1.53e-14,2D
Euphausia crystallorophias,Fragilariopsis kerguelensis,1.2,3.29e-13,2D
Euphausia crystallorophias,Fragilariopsis linearis,1.2,4.53e-13,2D
Euphausia crystallorophias,Fragilariopsis nana,1.2,4.53e-13,2D
Euphausia crystallorophias,Fragilariopsis obliquecostata,1.2,4.53e-13,2D
Euphausia crystallorophias,Fragilariopsis pseudonana,1.2,9.11e-14,2D
Euphausia crystallorophias,Fragilariopsis rhombica,1.2,4.53e-13,2D
Euphausia crystallorophias,Fragilariopsis ritscheri,1.2,4.53e-13,2D
Euphausia crystallorophias,Fragilariopsis separanda,1.2,6.04e-13,2D
Euphausia crystallorophias,Fragilariopsis sublinearis,1.2,1.5e-13,2D
Euphausia crystallorophias,Fragilariopsis vanheurckii,1.2,9.11e-14,2D
Euphausia crystallorophias,Manguinea fusiformis,1.2,1.97e-10,2D
Euphausia crystallorophias,Manguinea rigida,1.2,9.1e-12,2D
Euphausia crystallorophias,Navicula glaciei,1.2,2.26e-14,2D
Euphausia crystallorophias,Navicula schefterae,1.2,2.26e-14,2D
Euphausia crystallorophias,Nitzschia kerguelensis,1.2,5.73e-12,2D
Euphausia crystallorophias,Nitzschia lecointei,1.2,4.63e-11,2D
Euphausia crystallorophias,Nitzschia neglecta,1.2,9.11e-14,2D
Euphausia crystallorophias,Odontella weissflogii,1.2,5.73e-12,2D
Euphausia crystallorophias,Porosira glacialis,1.2,2.94e-11,2D
Euphausia crystallorophias,Porosira pseudodenticulata,1.2,9.81e-11,2D
Euphausia crystallorophias,Proboscia alata,1.2,1.51e-12,2D
Euphausia crystallorophias,Proboscia inermi,1.2,9.94e-13,2D
Euphausia crystallorophias,Proboscia truncata,1.2,1.21e-11,2D
Euphausia crystallorophias,Pseudo-Nitzschia heimii,1.2,1.77e-10,2D
Euphausia crystallorophias,Pseudo-Nitzschia liniola,1.2,8.13e-10,2D
Euphausia crystallorophias,Pseudo-Nitzschia prolongatoides,1.2,3.74e-12,2D
Euphausia crystallorophias,Pseudo-Nitzschia subcurvata,1.2,2.22e-10,2D
Euphausia crystallorophias,Rhizosolenia antennata,1.2,7.78e-12,2D
Euphausia crystallorophias,Stellarima microtrias,1.2,1.01e-10,2D
Euphausia crystallorophias,Thalassiosira antarctica,1.2,1.14e-11,3D
Euphausia crystallorophias,Thalassiosira australis,1.2,2.57e-12,2D
Euphausia crystallorophias,Thalassiosira frenguelliopsis,1.2,3.54e-12,2D
Euphausia crystallorophias,Thalassiosira gracilis,1.2,2.57e-12,2D
Euphausia crystallorophias,Thalassiosira gracilis expecta,1.2,1.92e-11,2D
Euphausia crystallorophias,Thalassiosira gravida,1.2,5.2e-12,2D
Euphausia crystallorophias,Thalassiosira lentiginosa,1.2,6.35e-11,2D
Euphausia crystallorophias,Thalassiosira ritscheri,1.2,6.44e-11,2D
Euphausia crystallorophias,Thalassiosira trifulta,1.2,5.87e-12,2D
Euphausia crystallorophias,Thalassiosira tumida,1.2,6.54e-11,2D
Euphausia crystallorophias,Trichotoxon reinboldii,1.2,2.71e-13,2D
Euphausia crystallorophias,Dictyocha speculum,1.2,6.98e-12,2D
Euphausia crystallorophias,Phaeocystis antarctica,1.2,1.24e-13,2D
Euphausia crystallorophias,Silicioflagellata,1.2,3.44e-14,2D
Euphausia crystallorophias,Bodo saltans,1.2,2.28e-13,2D
Euphausia crystallorophias,Amphidinium hadai,1.2,4e-12,3D
Euphausia crystallorophias,Gyrodinium lachryama,1.2,1.2e-10,3D
Euphausia crystallorophias,Parvicorbucula socialis,1.2,3.3e-13,3D
Euphausia frigida,Actinocyclus actinochilus,0.17,4.06e-11,2D
Euphausia frigida,Actinocyclus spiritus,0.17,1.64e-11,2D
Euphausia frigida,Actinocyclus utricularis,0.17,4.01e-12,2D
Euphausia frigida,Azpeitia tabularis,0.17,1.14e-11,2D
Euphausia frigida,Banquisia belgicae,0.17,4.01e-12,2D
Euphausia frigida,Chaetoceros bulbosum,0.17,6.04e-13,2D
Euphausia frigida,Chaetoceros concavicornis,0.17,4.01e-12,2D
Euphausia frigida,Chaetoceros criophilum,0.17,4.01e-12,2D
Euphausia frigida,Chaetoceros dichaeta,0.17,6.04e-13,2D
Euphausia frigida,Chaetoceros flexuosum,0.17,1.67e-12,2D
Euphausia frigida,Chaetoceros neglectum,0.17,9.11e-14,2D
Euphausia frigida,Chaetoceros pelagicus,0.17,6.04e-13,2D
Euphausia frigida,Chaetoceros socialis,0.17,1.71e-13,3D
Euphausia frigida,Corethron criophilum,0.17,4.01e-12,2D
Euphausia frigida,Coscinodiscus oculoides,0.17,1.59e-9,2D
Euphausia frigida,Cylindrotheca closterium,0.17,4.89e-11,3D
Euphausia frigida,Eucampia antarctica,0.17,7.29e-12,2D
Euphausia frigida,Fragilariopsis curta,0.17,9.11e-14,2D
Euphausia frigida,Fragilariopsis cylindrus,0.17,1.53e-14,2D
Euphausia frigida,Fragilariopsis kerguelensis,0.17,3.29e-13,2D
Euphausia frigida,Fragilariopsis linearis,0.17,4.53e-13,2D
Euphausia frigida,Fragilariopsis nana,0.17,4.53e-13,2D
Euphausia frigida,Fragilariopsis obliquecostata,0.17,4.53e-13,2D
Euphausia frigida,Fragilariopsis pseudonana,0.17,9.11e-14,2D
Euphausia frigida,Fragilariopsis rhombica,0.17,4.53e-13,2D
Euphausia frigida,Fragilariopsis ritscheri,0.17,4.53e-13,2D
Euphausia frigida,Fragilariopsis separanda,0.17,6.04e-13,2D
Euphausia frigida,Fragilariopsis sublinearis,0.17,1.5e-13,2D
Euphausia frigida,Fragilariopsis vanheurckii,0.17,9.11e-14,2D
Euphausia frigida,Manguinea fusiformis,0.17,1.97e-10,2D
Euphausia frigida,Manguinea rigida,0.17,9.1e-12,2D
Euphausia frigida,Navicula glaciei,0.17,2.26e-14,2D
Euphausia frigida,Navicula schefterae,0.17,2.26e-14,2D
Euphausia frigida,Nitzschia kerguelensis,0.17,5.73e-12,2D
Euphausia frigida,Nitzschia lecointei,0.17,4.63e-11,2D
Euphausia frigida,Nitzschia neglecta,0.17,9.11e-14,2D
Euphausia frigida,Odontella weissflogii,0.17,5.73e-12,2D
Euphausia frigida,Porosira glacialis,0.17,2.94e-11,2D
Euphausia frigida,Porosira pseudodenticulata,0.17,9.81e-11,2D
Euphausia frigida,Proboscia alata,0.17,1.51e-12,2D
Euphausia frigida,Proboscia inermi,0.17,9.94e-13,2D
Euphausia frigida,Proboscia truncata,0.17,1.21e-11,2D
Euphausia frigida,Pseudo-Nitzschia heimii,0.17,1.77e-10,2D
Euphausia frigida,Pseudo-Nitzschia liniola,0.17,8.13e-10,2D
Euphausia frigida,Pseudo-Nitzschia prolongatoides,0.17,3.74e-12,2D
Euphausia frigida,Pseudo-Nitzschia subcurvata,0.17,2.22e-10,2D
Euphausia frigida,Rhizosolenia antennata,0.17,7.78e-12,2D
Euphausia frigida,Stellarima microtrias,0.17,1.01e-10,2D
Euphausia frigida,Thalassiosira antarctica,0.17,1.14e-11,3D
Euphausia frigida,Thalassiosira australis,0.17,2.57e-12,2D
Euphausia frigida,Thalassiosira frenguelliopsis,0.17,3.54e-12,2D
Euphausia frigida,Thalassiosira gracilis,0.17,2.57e-12,2D
Euphausia frigida,Thalassiosira gracilis expecta,0.17,1.92e-11,2D
Euphausia frigida,Thalassiosira gravida,0.17,5.2e-12,2D
Euphausia frigida,Thalassiosira lentiginosa,0.17,6.35e-11,2D
Euphausia frigida,Thalassiosira ritscheri,0.17,6.44e-11,2D
Euphausia frigida,Thalassiosira trifulta,0.17,5.87e-12,2D
Euphausia frigida,Thalassiosira tumida,0.17,6.54e-11,2D
Euphausia frigida,Trichotoxon reinboldii,0.17,2.71e-13,2D
Euphausia frigida,Dictyocha speculum,0.17,6.98e-12,2D
Euphausia frigida,Phaeocystis antarctica,0.17,1.24e-13,2D
Euphausia frigida,Silicioflagellata,0.17,3.44e-14,2D
Euphausia frigida,Bodo saltans,0.17,2.28e-13,2D
Euphausia frigida,Amphidinium hadai,0.17,4e-12,3D
Euphausia frigida,Gyrodinium lachryama,0.17,1.2e-10,3D
Euphausia frigida,Parvicorbucula socialis,0.17,3.3e-13,3D
Euphausia frigida,Neogloboquadriana pachyderma,0.17,1.2e-9,2D
Euphausia frigida,Rhincalanus gigas,0.17,0.02,3D
Euphausia frigida,Calanus propinquus,0.17,0.0057,3D
Euphausia frigida,Calanoides acutus,0.17,0.0055,3D
Euphausia frigida,Metridia gerlachei,0.17,0.0023,3D
Euphausia frigida,Paraeuchaeta antarctica,0.17,0.0081,3D
Euphausia frigida,Clione limacina,0.17,0.014,3D
Euphausia frigida,Clione antarctica,0.17,0.1,3D
Euphausia frigida,Clio pyramidata,0.17,0.017,3D
Euphausia frigida,Limacina helicina antarctica,0.17,9.4e-5,3D
Thysanoessa macrura,Actinocyclus actinochilus,0.15,4.06e-11,2D
Thysanoessa macrura,Actinocyclus spiritus,0.15,1.64e-11,2D
Thysanoessa macrura,Actinocyclus utricularis,0.15,4.01e-12,2D
Thysanoessa macrura,Azpeitia tabularis,0.15,1.14e-11,2D
Thysanoessa macrura,Banquisia belgicae,0.15,4.01e-12,2D
Thysanoessa macrura,Chaetoceros bulbosum,0.15,6.04e-13,2D
Thysanoessa macrura,Chaetoceros concavicornis,0.15,4.01e-12,2D
Thysanoessa macrura,Chaetoceros criophilum,0.15,4.01e-12,2D
Thysanoessa macrura,Chaetoceros dichaeta,0.15,6.04e-13,2D
Thysanoessa macrura,Chaetoceros flexuosum,0.15,1.67e-12,2D
Thysanoessa macrura,Chaetoceros neglectum,0.15,9.11e-14,2D
Thysanoessa macrura,Chaetoceros pelagicus,0.15,6.04e-13,2D
Thysanoessa macrura,Chaetoceros socialis,0.15,1.71e-13,3D
Thysanoessa macrura,Corethron criophilum,0.15,4.01e-12,2D
Thysanoessa macrura,Coscinodiscus oculoides,0.15,1.59e-9,2D
Thysanoessa macrura,Cylindrotheca closterium,0.15,4.89e-11,3D
Thysanoessa macrura,Eucampia antarctica,0.15,7.29e-12,2D
Thysanoessa macrura,Fragilariopsis curta,0.15,9.11e-14,2D
Thysanoessa macrura,Fragilariopsis cylindrus,0.15,1.53e-14,2D
Thysanoessa macrura,Fragilariopsis kerguelensis,0.15,3.29e-13,2D
Thysanoessa macrura,Fragilariopsis linearis,0.15,4.53e-13,2D
Thysanoessa macrura,Fragilariopsis nana,0.15,4.53e-13,2D
Thysanoessa macrura,Fragilariopsis obliquecostata,0.15,4.53e-13,2D
Thysanoessa macrura,Fragilariopsis pseudonana,0.15,9.11e-14,2D
Thysanoessa macrura,Fragilariopsis rhombica,0.15,4.53e-13,2D
Thysanoessa macrura,Fragilariopsis ritscheri,0.15,4.53e-13,2D
Thysanoessa macrura,Fragilariopsis separanda,0.15,6.04e-13,2D
Thysanoessa macrura,Fragilariopsis sublinearis,0.15,1.5e-13,2D
Thysanoessa macrura,Fragilariopsis vanheurckii,0.15,9.11e-14,2D
Thysanoessa macrura,Manguinea fusiformis,0.15,1.97e-10,2D
Thysanoessa macrura,Manguinea rigida,0.15,9.1e-12,2D
Thysanoessa macrura,Navicula glaciei,0.15,2.26e-14,2D
Thysanoessa macrura,Navicula schefterae,0.15,2.26e-14,2D
Thysanoessa macrura,Nitzschia kerguelensis,0.15,5.73e-12,2D
Thysanoessa macrura,Nitzschia lecointei,0.15,4.63e-11,2D
Thysanoessa macrura,Nitzschia neglecta,0.15,9.11e-14,2D
Thysanoessa macrura,Odontella weissflogii,0.15,5.73e-12,2D
Thysanoessa macrura,Porosira glacialis,0.15,2.94e-11,2D
Thysanoessa macrura,Porosira pseudodenticulata,0.15,9.81e-11,2D
Thysanoessa macrura,Proboscia alata,0.15,1.51e-12,2D
Thysanoessa macrura,Proboscia inermi,0.15,9.94e-13,2D
Thysanoessa macrura,Proboscia truncata,0.15,1.21e-11,2D
Thysanoessa macrura,Pseudo-Nitzschia heimii,0.15,1.77e-10,2D
Thysanoessa macrura,Pseudo-Nitzschia liniola,0.15,8.13e-10,2D
Thysanoessa macrura,Pseudo-Nitzschia prolongatoides,0.15,3.74e-12,2D
Thysanoessa macrura,Pseudo-Nitzschia subcurvata,0.15,2.22e-10,2D
Thysanoessa macrura,Rhizosolenia antennata,0.15,7.78e-12,2D
Thysanoessa macrura,Stellarima microtrias,0.15,1.01e-10,2D
Thysanoessa macrura,Thalassiosira antarctica,0.15,1.14e-11,3D
Thysanoessa macrura,Thalassiosira australis,0.15,2.57e-12,2D
Thysanoessa macrura,Thalassiosira frenguelliopsis,0.15,3.54e-12,2D
Thysanoessa macrura,Thalassiosira gracilis,0.15,2.57e-12,2D
Thysanoessa macrura,Thalassiosira gracilis expecta,0.15,1.92e-11,2D
Thysanoessa macrura,Thalassiosira gravida,0.15,5.2e-12,2D
Thysanoessa macrura,Thalassiosira lentiginosa,0.15,6.35e-11,2D
Thysanoessa macrura,Thalassiosira ritscheri,0.15,6.44e-11,2D
Thysanoessa macrura,Thalassiosira trifulta,0.15,5.87e-12,2D
Thysanoessa macrura,Thalassiosira tumida,0.15,6.54e-11,2D
Thysanoessa macrura,Trichotoxon reinboldii,0.15,2.71e-13,2D
Thysanoessa macrura,Dictyocha speculum,0.15,6.98e-12,2D
Thysanoessa macrura,Phaeocystis antarctica,0.15,1.24e-13,2D
Thysanoessa macrura,Silicioflagellata,0.15,3.44e-14,2D
Thysanoessa macrura,Bodo saltans,0.15,2.28e-13,2D
Thysanoessa macrura,Amphidinium hadai,0.15,4e-12,3D
Thysanoessa macrura,Gyrodinium lachryama,0.15,1.2e-10,3D
Thysanoessa macrura,Parvicorbucula socialis,0.15,3.3e-13,3D
Thysanoessa macrura,Neogloboquadriana pachyderma,0.15,1.2e-9,2D
Thysanoessa macrura,Rhincalanus gigas,0.15,0.02,3D
Thysanoessa macrura,Calanus propinquus,0.15,0.0057,3D
Thysanoessa macrura,Calanoides acutus,0.15,0.0055,3D
Thysanoessa macrura,Metridia gerlachei,0.15,0.0023,3D
Thysanoessa macrura,Paraeuchaeta antarctica,0.15,0.0081,3D
Thysanoessa macrura,Rhodalia miranda,0.15,0.15,3D
Thysanoessa macrura,Atolla wyvillei,0.15,1.5,3D
Thysanoessa macrura,Dimophyes arctica,0.15,0.15,3D
Thysanoessa macrura,Diphyes antarctica,0.15,0.15,3D
Thysanoessa macrura,Bargmannia,0.15,0.012,3D
Thysanoessa macrura,Clione limacina,0.15,0.014,3D
Thysanoessa macrura,Clione antarctica,0.15,0.1,3D
Thysanoessa macrura,Clio pyramidata,0.15,0.017,3D
Thysanoessa macrura,Limacina helicina antarctica,0.15,9.4e-5,3D
Euphausia superba,Actinocyclus actinochilus,5.5,4.06e-11,2D
Euphausia superba,Actinocyclus spiritus,5.5,1.64e-11,2D
Euphausia superba,Actinocyclus utricularis,5.5,4.01e-12,2D
Euphausia superba,Azpeitia tabularis,5.5,1.14e-11,2D
Euphausia superba,Banquisia belgicae,5.5,4.01e-12,2D
Euphausia superba,Chaetoceros bulbosum,5.5,6.04e-13,2D
Euphausia superba,Chaetoceros concavicornis,5.5,4.01e-12,2D
Euphausia superba,Chaetoceros criophilum,5.5,4.01e-12,2D
Euphausia superba,Chaetoceros dichaeta,5.5,6.04e-13,2D
Euphausia superba,Chaetoceros flexuosum,5.5,1.67e-12,2D
Euphausia superba,Chaetoceros neglectum,5.5,9.11e-14,2D
Euphausia superba,Chaetoceros pelagicus,5.5,6.04e-13,2D
Euphausia superba,Chaetoceros socialis,5.5,1.71e-13,3D
Euphausia superba,Corethron criophilum,5.5,4.01e-12,2D
Euphausia superba,Coscinodiscus oculoides,5.5,1.59e-9,2D
Euphausia superba,Cylindrotheca closterium,5.5,4.89e-11,3D
Euphausia superba,Eucampia antarctica,5.5,7.29e-12,2D
Euphausia superba,Fragilariopsis curta,5.5,9.11e-14,2D
Euphausia superba,Fragilariopsis cylindrus,5.5,1.53e-14,2D
Euphausia superba,Fragilariopsis kerguelensis,5.5,3.29e-13,2D
Euphausia superba,Fragilariopsis linearis,5.5,4.53e-13,2D
Euphausia superba,Fragilariopsis nana,5.5,4.53e-13,2D
Euphausia superba,Fragilariopsis obliquecostata,5.5,4.53e-13,2D
Euphausia superba,Fragilariopsis pseudonana,5.5,9.11e-14,2D
Euphausia superba,Fragilariopsis rhombica,5.5,4.53e-13,2D
Euphausia superba,Fragilariopsis ritscheri,5.5,4.53e-13,2D
Euphausia superba,Fragilariopsis separanda,5.5,6.04e-13,2D
Euphausia superba,Fragilariopsis sublinearis,5.5,1.5e-13,2D
Euphausia superba,Fragilariopsis vanheurckii,5.5,9.11e-14,2D
Euphausia superba,Manguinea fusiformis,5.5,1.97e-10,2D
Euphausia superba,Manguinea rigida,5.5,9.1e-12,2D
Euphausia superba,Navicula glaciei,5.5,2.26e-14,2D
Euphausia superba,Navicula schefterae,5.5,2.26e-14,2D
Euphausia superba,Nitzschia kerguelensis,5.5,5.73e-12,2D
Euphausia superba,Nitzschia lecointei,5.5,4.63e-11,2D
Euphausia superba,Nitzschia neglecta,5.5,9.11e-14,2D
Euphausia superba,Odontella weissflogii,5.5,5.73e-12,2D
Euphausia superba,Porosira glacialis,5.5,2.94e-11,2D
Euphausia superba,Porosira pseudodenticulata,5.5,9.81e-11,2D
Euphausia superba,Proboscia alata,5.5,1.51e-12,2D
Euphausia superba,Proboscia inermi,5.5,9.94e-13,2D
Euphausia superba,Proboscia truncata,5.5,1.21e-11,2D
Euphausia superba,Pseudo-Nitzschia heimii,5.5,1.77e-10,2D
Euphausia superba,Pseudo-Nitzschia liniola,5.5,8.13e-10,2D
Euphausia superba,Pseudo-Nitzschia prolongatoides,5.5,3.74e-12,2D
Euphausia superba,Pseudo-Nitzschia subcurvata,5.5,2.22e-10,2D
Euphausia superba,Rhizosolenia antennata,5.5,7.78e-12,2D
Euphausia superba,Stellarima microtrias,5.5,1.01e-10,2D
Euphausia superba,Thalassiosira antarctica,5.5,1.14e-11,3D
Euphausia superba,Thalassiosira australis,5.5,2.57e-12,2D
Euphausia superba,Thalassiosira frenguelliopsis,5.5,3.54e-12,2D
Euphausia superba,Thalassiosira gracilis,5.5,2.57e-12,2D
Euphausia superba,Thalassiosira gracilis expecta,5.5,1.92e-11,2D
Euphausia superba,Thalassiosira gravida,5.5,5.2e-12,2D
Euphausia superba,Thalassiosira lentiginosa,5.5,6.35e-11,2D
Euphausia superba,Thalassiosira ritscheri,5.5,6.44e-11,2D
Euphausia superba,Thalassiosira trifulta,5.5,5.87e-12,2D
Euphausia superba,Thalassiosira tumida,5.5,6.54e-11,2D
Euphausia superba,Trichotoxon reinboldii,5.5,2.71e-13,2D
Euphausia superba,Dictyocha speculum,5.5,6.98e-12,2D
Euphausia superba,Phaeocystis antarctica,5.5,1.24e-13,2D
Euphausia superba,Silicioflagellata,5.5,3.44e-14,2D
Euphausia superba,Bodo saltans,5.5,2.28e-13,2D
Euphausia superba,Amphidinium hadai,5.5,4e-12,3D
Euphausia superba,Gyrodinium lachryama,5.5,1.2e-10,3D
Euphausia superba,Parvicorbucula socialis,5.5,3.3e-13,3D
Euphausia superba,Neogloboquadriana pachyderma,5.5,1.2e-9,2D
Euphausia superba,Rhincalanus gigas,5.5,0.02,3D
Euphausia superba,Calanus propinquus,5.5,0.0057,3D
Euphausia superba,Calanoides acutus,5.5,0.0055,3D
Euphausia superba,Metridia gerlachei,5.5,0.0023,3D
Euphausia superba,Paraeuchaeta antarctica,5.5,0.0081,3D
Euphausia superba,Clione limacina,5.5,0.014,3D
Euphausia superba,Clione antarctica,5.5,0.1,3D
Euphausia superba,Clio pyramidata,5.5,0.017,3D
Euphausia superba,Limacina helicina antarctica,5.5,9.4e-5,3D
Ampelisca richardsoni,Actinocyclus actinochilus,0.81,4.06e-11,2D
Ampelisca richardsoni,Actinocyclus spiritus,0.81,1.64e-11,2D
Ampelisca richardsoni,Actinocyclus utricularis,0.81,4.01e-12,2D
Ampelisca richardsoni,Azpeitia tabularis,0.81,1.14e-11,2D
Ampelisca richardsoni,Banquisia belgicae,0.81,4.01e-12,2D
Ampelisca richardsoni,Chaetoceros bulbosum,0.81,6.04e-13,2D
Ampelisca richardsoni,Chaetoceros concavicornis,0.81,4.01e-12,2D
Ampelisca richardsoni,Chaetoceros criophilum,0.81,4.01e-12,2D
Ampelisca richardsoni,Chaetoceros dichaeta,0.81,6.04e-13,2D
Ampelisca richardsoni,Chaetoceros flexuosum,0.81,1.67e-12,2D
Ampelisca richardsoni,Chaetoceros neglectum,0.81,9.11e-14,2D
Ampelisca richardsoni,Chaetoceros pelagicus,0.81,6.04e-13,2D
Ampelisca richardsoni,Chaetoceros socialis,0.81,1.71e-13,3D
Ampelisca richardsoni,Corethron criophilum,0.81,4.01e-12,2D
Ampelisca richardsoni,Coscinodiscus oculoides,0.81,1.59e-9,2D
Ampelisca richardsoni,Cylindrotheca closterium,0.81,4.89e-11,3D
Ampelisca richardsoni,Eucampia antarctica,0.81,7.29e-12,2D
Ampelisca richardsoni,Fragilariopsis curta,0.81,9.11e-14,2D
Ampelisca richardsoni,Fragilariopsis cylindrus,0.81,1.53e-14,2D
Ampelisca richardsoni,Fragilariopsis kerguelensis,0.81,3.29e-13,2D
Ampelisca richardsoni,Fragilariopsis linearis,0.81,4.53e-13,2D
Ampelisca richardsoni,Fragilariopsis nana,0.81,4.53e-13,2D
Ampelisca richardsoni,Fragilariopsis obliquecostata,0.81,4.53e-13,2D
Ampelisca richardsoni,Fragilariopsis pseudonana,0.81,9.11e-14,2D
Ampelisca richardsoni,Fragilariopsis rhombica,0.81,4.53e-13,2D
Ampelisca richardsoni,Fragilariopsis ritscheri,0.81,4.53e-13,2D
Ampelisca richardsoni,Fragilariopsis separanda,0.81,6.04e-13,2D
Ampelisca richardsoni,Fragilariopsis sublinearis,0.81,1.5e-13,2D
Ampelisca richardsoni,Fragilariopsis vanheurckii,0.81,9.11e-14,2D
Ampelisca richardsoni,Manguinea fusiformis,0.81,1.97e-10,2D
Ampelisca richardsoni,Manguinea rigida,0.81,9.1e-12,2D
Ampelisca richardsoni,Navicula glaciei,0.81,2.26e-14,2D
Ampelisca richardsoni,Navicula schefterae,0.81,2.26e-14,2D
Ampelisca richardsoni,Nitzschia kerguelensis,0.81,5.73e-12,2D
Ampelisca richardsoni,Nitzschia lecointei,0.81,4.63e-11,2D
Ampelisca richardsoni,Nitzschia neglecta,0.81,9.11e-14,2D
Ampelisca richardsoni,Odontella weissflogii,0.81,5.73e-12,2D
Ampelisca richardsoni,Porosira glacialis,0.81,2.94e-11,2D
Ampelisca richardsoni,Porosira pseudodenticulata,0.81,9.81e-11,2D
Ampelisca richardsoni,Proboscia alata,0.81,1.51e-12,2D
Ampelisca richardsoni,Proboscia inermi,0.81,9.94e-13,2D
Ampelisca richardsoni,Proboscia truncata,0.81,1.21e-11,2D
Ampelisca richardsoni,Pseudo-Nitzschia heimii,0.81,1.77e-10,2D
Ampelisca richardsoni,Pseudo-Nitzschia liniola,0.81,8.13e-10,2D
